kpi,municipality_id,year,count,gender,value,municipality,municipality_type
N15424,1427,2020,1,T,96.2,Sotenäs,K
N15424,1430,1998,1,K,100,Munkedal,K
N15424,1430,1998,1,M,92,Munkedal,K
N15424,1430,1998,1,T,94,Munkedal,K
N15424,1430,1999,1,K,100,Munkedal,K
N15424,1430,1999,1,M,80,Munkedal,K
N15424,1430,1999,1,T,88.8,Munkedal,K
N15424,1430,2000,1,K,100,Munkedal,K
N15424,1430,2000,1,M,100,Munkedal,K
N15424,1430,2000,1,T,96.5,Munkedal,K
N15424,1430,2001,1,K,100,Munkedal,K
N15424,1430,2001,1,M,90,Munkedal,K
N15424,1430,2001,1,T,93.2,Munkedal,K
N15424,1430,2002,1,K,100,Munkedal,K
N15424,1430,2002,1,M,100,Munkedal,K
N15424,1430,2002,1,T,95.9,Munkedal,K
N15424,1430,2003,1,K,100,Munkedal,K
N15424,1430,2003,1,M,86,Munkedal,K
N15424,1430,2003,1,T,91.5,Munkedal,K
N15424,1430,2004,1,K,89,Munkedal,K
N15424,1430,2004,1,M,90,Munkedal,K
N15424,1430,2004,1,T,89.1,Munkedal,K
N15424,1430,2005,1,K,100,Munkedal,K
N15424,1430,2005,1,M,91,Munkedal,K
N15424,1430,2005,1,T,94,Munkedal,K
N15424,1430,2006,1,K,89,Munkedal,K
N15424,1430,2006,1,M,88,Munkedal,K
N15424,1430,2006,1,T,88.9,Munkedal,K
